name	index_SRX	index_ER14	index_ER23	index_ER16	index_ER18	index_ER17	index_ER21	index_ER13	index_ER22	index_ER15	index_ER19	index_ER12	index_ER20	outlier	gene
ENST00000361321.5	0.0217948159107284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0477454594068104	0.0	0.0	True	ZNF644
ENST00000370425.8	0.0	0.0	0.0	0.0	0.0	0.0	0.7782824603238088	0.0	0.0	0.0	0.0	0.1190460947537074	0.0	False	HFM1
ENST00000706885.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156262452164156	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000684568.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156262452164156	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000370331.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156262452164156	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000706867.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236977494247371	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000706868.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0197046664591108	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000706843.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017202910044263	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000540033.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017202910044263	0.0	0.0	0.0	0.0	0.0	False	EVI5
ENST00000615519.4	0.0076724331395404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	DIPK1A
ENST00000613902.4	0.0100634500525815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	DIPK1A
ENST00000616709.4	0.0118548023804443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	DIPK1A
ENST00000370310.5	0.0108427676706617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	DIPK1A
ENST00000370214.9	0.0156857824068264	0.0	0.0163736332109677	0.0	0.0	0.0	0.0	0.0	0.0327586018628724	0.0	0.0	0.0181660742508008	0.0	True	ABCD3
ENST00000634870.1	0.0	0.0	0.114683865209576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2452457516936794	0.0	False	SLC44A3-AS1
ENST00000635184.1	0.0	0.0	0.1318730300092465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271430433635225	0.0	False	SLC44A3-AS1
ENST00000418366.2	0.0	0.0	0.0695446563624667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197317858351429	0.0	False	SLC44A3-AS1
ENST00000634861.1	0.0	0.0	0.0713765685000927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2532358262852879	0.0	False	SLC44A3-AS1
ENST00000370203.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1055391149067667	0.0	0.0	0.0	False	TLCD4
ENST00000604534.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	TLCD4-RWDD3
ENST00000370112.8	0.0257449295361278	0.0	0.0	0.0268625303294756	0.0208776330609846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	SLC30A7
ENST00000357650.9	0.0269481248596451	0.0	0.0	0.0267590508029499	0.0205610423077713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	SLC30A7
ENST00000370056.9	0.0059107476125382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	VAV3
ENST00000527011.5	0.006354511344595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	VAV3
ENST00000307546.14	0.0945635690698039	0.0	0.2744723954378695	0.0	0.0506990944219934	0.0	0.0	0.0	0.0715946244673197	0.0	0.0	0.0	0.0738824721961786	False	MAGI3
ENST00000369617.8	0.1073231160729485	0.0	0.3276789842189801	0.0	0.0587169440286069	0.0	0.0	0.0	0.0827139418853197	0.0	0.0	0.0	0.0872536504230405	False	MAGI3
ENST00000369615.5	0.1025152544834405	0.0	0.2994244313867668	0.0	0.0547133000281317	0.0	0.0	0.0	0.0777840592006696	0.0	0.0	0.0	0.0805755304403164	False	MAGI3
ENST00000369611.4	0.1073231160729485	0.0	0.3276789842189801	0.0	0.0587169440286069	0.0	0.0	0.0	0.0827139418853197	0.0	0.0	0.0	0.0872536504230405	False	MAGI3
ENST00000440150.5	1.1882664628129536	0.9502982154587388	0.6194333269067126	1.0378921448430385	0.805127512069724	0.6542333257733038	1.1600961719726566	0.968723381730292	0.6211045101504005	0.3353018345201621	0.986963690099323	0.7176115678984746	0.4288782077792381	False	WARS2-AS1
ENST00000670000.1	0.9158208043959398	1.1346165846906184	1.0463233505366332	1.2357337117424567	0.9523032133431284	0.7772503989885381	1.3428947439099723	0.844263530830695	0.6323080984440478	0.4236614944659218	1.0935881831235286	0.8317764184987075	0.494933997016255	False	WARS2-AS1
ENST00000367123.8	0.0120088385051397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	SRGAP2C
ENST00000304465.7	0.0110237134775186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	SRGAP2C
ENST00000612199.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0350660644654529	0.0	0.0	0.0	0.0	0.0	0.0	False	SRGAP2B
ENST00000641863.3	0.0	0.0	0.0	0.0	0.0	0.0	0.035107948163616	0.0	0.0	0.0	0.0	0.0	0.0	False	SRGAP2B
ENST00000619867.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	LINC00624
ENST00000368799.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	FLG
ENST00000534968.5	0.0051574092889067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	CD84
ENST00000368054.8	0.0051571752294685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	CD84
ENST00000311224.8	0.0058542502442198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	CD84
ENST00000368048.7	0.0058023465463079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	CD84
ENST00000368051.3	0.0050578619406004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	CD84
ENST00000361897.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	NOS1AP
ENST00000530878.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	NOS1AP
ENST00000367765.5	0.0045925389989631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	KIFAP3
ENST00000367767.5	0.0045925389989631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	KIFAP3
ENST00000490550.2	0.0045925389989631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	KIFAP3
ENST00000361580.7	0.0045917723920009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	KIFAP3
ENST00000538366.5	0.0048524268620387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	KIFAP3
ENST00000647382.2	0.0318201914669069	0.0074855667746007	0.0	0.0	0.0	0.0	0.0083264137365843	0.0	0.0	0.0	0.0	0.0	0.0041026712980013	True	PRRC2C
ENST00000367742.7	0.030023538454148	0.0070862253793823	0.0	0.0	0.0	0.0	0.0078717802450852	0.0	0.0	0.0	0.0	0.0	0.00387976956238	True	PRRC2C
ENST00000338920.8	0.030023538454148	0.0070862253793823	0.0	0.0	0.0	0.0	0.0078717802450852	0.0	0.0	0.0	0.0	0.0	0.00387976956238	True	PRRC2C
ENST00000426496.6	0.030023538454148	0.0070862253793823	0.0	0.0	0.0	0.0	0.0078717802450852	0.0	0.0	0.0	0.0	0.0	0.00387976956238	True	PRRC2C
ENST00000714429.1	0.0	0.0	0.0	0.0	0.4060452009517699	0.0	0.0	0.0	0.0	0.0	1.9670560082479969	0.0	0.0	False	TNFSF4
ENST00000714430.1	0.0	0.0	0.0	0.0	0.336720744018156	0.0	0.0	0.0	0.0	0.0	1.026614466743081	0.0	0.0	False	TNFSF4
ENST00000714470.1	0.0	0.0	0.0	0.0	0.3365009287425633	0.0	0.0	0.0	0.0	0.0	1.0255274287566096	0.0	0.0	False	TNFSF4
ENST00000714471.1	0.0	0.0	0.0	0.0	0.2776497503928744	0.0	0.0	0.0	0.0	0.0	0.9078043028108344	0.0	0.0	False	TNFSF4
ENST00000356198.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1414361140144802	0.0	0.0	0.0	False	CENPL
ENST00000682279.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1093597352036278	0.0	0.0	0.0	False	CENPL
ENST00000345664.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1067942501975693	0.0	0.0	0.0	False	CENPL
ENST00000367710.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1067942501975693	0.0	0.0	0.0	False	CENPL
ENST00000251507.8	0.0069348955855151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000681986.1	0.0156469297619257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000325589.9	0.0154876660406863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000367687.5	0.0151389503324681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000347255.6	0.0153615262042034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000489615.5	0.0156469297619257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	RABGAP1L
ENST00000354921.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	CRYZL2P-SEC16B
ENST00000287713.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	NMNAT2
ENST00000304685.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0399928119585973	0.0	0.0	False	RGL1
ENST00000367511.4	0.0029440868832751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	NIBAN1
ENST00000367501.7	0.0234544128305019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	SWT1
ENST00000367500.9	0.022919799039202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	SWT1
ENST00000271588.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344665270936445	0.0	False	HMCN1
ENST00000620048.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	DENND1B
ENST00000235453.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	DENND1B
ENST00000367396.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	DENND1B
